"country","city","length","accuracy","files"
77,1642,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1712,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1745,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1747,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1794,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1823,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1865,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,1954,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2009,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2013,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2048,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2115,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2133,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2141,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2196,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2232,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2315,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2341,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2429,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2488,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2502,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2577,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2579,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2649,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2682,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2695,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2708,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2722,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2760,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2764,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2813,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2841,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2876,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2923,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2945,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,2947,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3000,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3001,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3167,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3201,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3251,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3252,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3262,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3270,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3289,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3365,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3366,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3428,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3433,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3434,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3492,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3582,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3619,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3634,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3721,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3733,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3746,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3765,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3843,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3933,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,3946,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4004,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4131,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4280,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4291,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4371,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
